CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
0.96887,0.00484,0.55398,0.00399,-0.00399,Cadieux et al. 2024,0.07443,0.00027,-0.00027,Calculated,0.1564,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.97861,0.00489,0.55113,0.00445,-0.00445,Cadieux et al. 2024,0.07424,0.0003,-0.0003,Calculated,0.156,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.98844,0.00494,0.56278,0.0041,-0.0041,Cadieux et al. 2024,0.07502,0.00027,-0.00027,Calculated,0.1576,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.99837,0.00499,0.5501,0.00417,-0.00417,Cadieux et al. 2024,0.07417,0.00028,-0.00028,Calculated,0.1558,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.00841,0.00504,0.54951,0.00373,-0.00373,Cadieux et al. 2024,0.07413,0.00025,-0.00025,Calculated,0.1557,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.01854,0.00509,0.54739,0.00373,-0.00373,Cadieux et al. 2024,0.07399,0.00025,-0.00025,Calculated,0.1554,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.02878,0.00514,0.55093,0.00375,-0.00375,Cadieux et al. 2024,0.07422,0.00025,-0.00025,Calculated,0.1559,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.03912,0.0052,0.55692,0.00359,-0.00359,Cadieux et al. 2024,0.07463,0.00024,-0.00024,Calculated,0.1568,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.04956,0.00525,0.5477,0.00325,-0.00325,Cadieux et al. 2024,0.07401,0.00022,-0.00022,Calculated,0.1555,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.06011,0.0053,0.54986,0.0037,-0.0037,Cadieux et al. 2024,0.07415,0.00025,-0.00025,Calculated,0.1558,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.07077,0.00535,0.56174,0.00342,-0.00342,Cadieux et al. 2024,0.07495,0.00023,-0.00023,Calculated,0.1575,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.08153,0.00541,0.56225,0.00326,-0.00326,Cadieux et al. 2024,0.07498,0.00022,-0.00022,Calculated,0.1575,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.0924,0.00546,0.55533,0.00326,-0.00326,Cadieux et al. 2024,0.07452,0.00022,-0.00022,Calculated,0.1566,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
